# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-F" "GTF" "-O" "-p" "-T" "6" "-a" "genomic.gtf" "-s" "2" "-o" "dimA_2_light_T1.featureCounts.txt" "dimA_2_light_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	dimA_2_light_T1.bam
gene-PA14_38160	CP000438.1	3404017	3404775	+	759	986
gene-PA14_38170	CP000438.1	3404760	3405074	+	315	460
gene-PA14_38180	CP000438.1	3405199	3406659	-	1461	809
gene-PA14_38190	CP000438.1	3406799	3407320	-	522	78
gene-PA14_38200	CP000438.1	3408055	3409713	+	1659	937
gene-PA14_38210	CP000438.1	3409721	3410395	-	675	92
gene-PA14_38220	CP000438.1	3410395	3411303	-	909	224
gene-PA14_38250	CP000438.1	3411438	3412862	-	1425	578
gene-PA14_38260	CP000438.1	3413042	3413296	+	255	1747
gene-PA14_38270	CP000438.1	3413293	3413550	+	258	1970
gene-PA14_38290	CP000438.1	3413625	3413924	-	300	586
gene-PA14_38300	CP000438.1	3413948	3414421	-	474	214
gene-PA14_38310	CP000438.1	3414554	3414946	+	393	71
gene-PA14_38320	CP000438.1	3415099	3416100	+	1002	493
gene-PA14_38330	CP000438.1	3416155	3417510	-	1356	7639
gene-PA14_38340	CP000438.1	3417655	3418077	+	423	1311
gene-PA14_38350	CP000438.1	3418259	3419098	-	840	7250
gene-PA14_38360	CP000438.1	3419146	3420507	-	1362	890
gene-PA14_38370	CP000438.1	3420659	3420883	+	225	174
gene-PA14_38380	CP000438.1	3420889	3421521	-	633	644
gene-PA14_38395	CP000438.1	3421686	3422876	+	1191	126
gene-PA14_38410	CP000438.1	3422892	3426029	+	3138	319
gene-PA14_38420	CP000438.1	3426271	3427200	-	930	409
gene-PA14_38430	CP000438.1	3427393	3427797	+	405	1653
gene-PA14_38440	CP000438.1	3427846	3429009	+	1164	21943
gene-PA14_38460	CP000438.1	3429132	3430739	+	1608	12307
gene-PA14_38470	CP000438.1	3430753	3431550	+	798	5701
gene-PA14_38480	CP000438.1	3431547	3433514	+	1968	21131
gene-PA14_38490	CP000438.1	3433535	3434437	+	903	12134
gene-PA14_38500	CP000438.1	3434505	3435308	-	804	2019
gene-PA14_38510	CP000438.1	3435469	3436767	+	1299	11053
gene-PA14_38530	CP000438.1	3436772	3438070	+	1299	10923
gene-PA14_38550	CP000438.1	3438067	3438705	+	639	6472
gene-PA14_38560	CP000438.1	3438790	3440142	+	1353	875
gene-PA14_38570	CP000438.1	3440271	3441641	+	1371	1038
gene-PA14_38580	CP000438.1	3441918	3443309	+	1392	1291
gene-PA14_38590	CP000438.1	3443343	3444113	+	771	1131
gene-PA14_38610	CP000438.1	3444304	3445728	-	1425	1247
gene-PA14_38630	CP000438.1	3445941	3447122	-	1182	12911
gene-PA14_38640	CP000438.1	3447272	3447928	-	657	6238
gene-PA14_38660	CP000438.1	3447963	3448661	-	699	6595
gene-PA14_38680	CP000438.1	3448793	3449713	+	921	535
gene-PA14_38690	CP000438.1	3449781	3451736	+	1956	921
gene-PA14_38700	CP000438.1	3451794	3452072	+	279	402
gene-PA14_38710	CP000438.1	3452091	3452447	+	357	833
gene-PA14_38720	CP000438.1	3452444	3453007	+	564	686
gene-PA14_38730	CP000438.1	3453132	3454340	+	1209	366
gene-PA14_38740	CP000438.1	3454285	3456069	-	1785	674
gene-PA14_38750	CP000438.1	3456053	3457216	-	1164	684
gene-PA14_38770	CP000438.1	3457302	3459128	-	1827	1041
gene-PA14_38780	CP000438.1	3459133	3460278	-	1146	1210
gene-PA14_38790	CP000438.1	3460250	3460528	-	279	555
gene-PA14_38800	CP000438.1	3460525	3461277	-	753	1267
gene-PA14_38820	CP000438.1	3461287	3462201	-	915	1589
gene-PA14_38825	CP000438.1	3462254	3462325	-	72	1120
gene-PA14_38840	CP000438.1	3462683	3464203	-	1521	2394
gene-PA14_38850	CP000438.1	3464290	3464727	-	438	21
gene-PA14_38860	CP000438.1	3465040	3466911	+	1872	64
gene-PA14_38880	CP000438.1	3466965	3467612	+	648	9
gene-PA14_38900	CP000438.1	3467639	3468316	-	678	27
gene-PA14_38910	CP000438.1	3468329	3468979	-	651	15
gene-PA14_38920	CP000438.1	3468988	3469164	-	177	20
gene-PA14_38930	CP000438.1	3469644	3470309	+	666	223
gene-PA14_38950	CP000438.1	3470319	3471182	+	864	35
gene-PA14_38970	CP000438.1	3471184	3473829	-	2646	82
gene-PA14_38990	CP000438.1	3473759	3474922	-	1164	50
gene-PA14_39000	CP000438.1	3475025	3476224	-	1200	23
gene-PA14_39010	CP000438.1	3476491	3478818	-	2328	778
gene-PA14_39020	CP000438.1	3478895	3480598	-	1704	32
gene-PA14_39050	CP000438.1	3481126	3482439	+	1314	183
gene-PA14_39060	CP000438.1	3482675	3482914	+	240	93
gene-PA14_39070	CP000438.1	3482981	3483373	-	393	1990
gene-PA14_39080	CP000438.1	3483420	3483653	-	234	90
gene-PA14_39090	CP000438.1	3483838	3484338	+	501	1385
gene-PA14_39100	CP000438.1	3484359	3484730	-	372	459
gene-PA14_39110	CP000438.1	3485025	3485360	-	336	675
gene-PA14_39130	CP000438.1	3485688	3487253	+	1566	2115
gene-PA14_39140	CP000438.1	3487340	3487606	-	267	1012
gene-PA14_39150	CP000438.1	3487713	3488321	-	609	71
gene-PA14_39160	CP000438.1	3488469	3489404	+	936	246
gene-PA14_39180	CP000438.1	3489415	3489849	-	435	179
gene-PA14_39190	CP000438.1	3490204	3491037	-	834	434
gene-PA14_39200	CP000438.1	3491319	3491894	+	576	404
gene-PA14_39210	CP000438.1	3491891	3492418	+	528	209
gene-PA14_39220	CP000438.1	3492721	3493212	+	492	6
gene-PA14_39230	CP000438.1	3493209	3493778	+	570	5
gene-PA14_39240	CP000438.1	3493835	3494857	+	1023	47
gene-PA14_39250	CP000438.1	3494919	3495599	+	681	8
gene-PA14_39260	CP000438.1	3495613	3496365	+	753	6
gene-PA14_39270	CP000438.1	3496426	3497691	+	1266	1304
gene-PA14_39280	CP000438.1	3497825	3498751	-	927	3629
gene-PA14_39300	CP000438.1	3498805	3499818	-	1014	1785
gene-PA14_39320	CP000438.1	3499822	3500820	-	999	1342
gene-PA14_39330	CP000438.1	3500844	3502376	-	1533	2619
gene-PA14_39350	CP000438.1	3502398	3503357	-	960	8900
gene-PA14_39360	CP000438.1	3503576	3504904	-	1329	285
gene-PA14_39390	CP000438.1	3505040	3506527	-	1488	2708
gene-PA14_39410	CP000438.1	3506718	3507815	+	1098	1100
gene-PA14_39420	CP000438.1	3507877	3508107	+	231	151
gene-PA14_39440	CP000438.1	3508418	3510313	+	1896	2546
gene-PA14_39460	CP000438.1	3510492	3511631	+	1140	1032
gene-PA14_39470	CP000438.1	3512076	3512852	+	777	2385
gene-PA14_39480	CP000438.1	3513093	3515246	+	2154	7338
gene-PA14_39500	CP000438.1	3516130	3516510	-	381	170
gene-PA14_39520	CP000438.1	3517005	3519209	-	2205	1544
gene-PA14_39530	CP000438.1	3519206	3520195	-	990	482
gene-PA14_39540	CP000438.1	3520192	3520704	-	513	282
gene-PA14_39560	CP000438.1	3520874	3522169	-	1296	1714
gene-PA14_39570	CP000438.1	3522478	3522774	+	297	190
gene-PA14_39580	CP000438.1	3522821	3523390	+	570	268
gene-PA14_39590	CP000438.1	3523452	3525752	-	2301	4910
gene-PA14_39610	CP000438.1	3525885	3527735	-	1851	1556
gene-PA14_39620	CP000438.1	3528236	3528562	-	327	9
gene-PA14_39630	CP000438.1	3528562	3529038	-	477	0
gene-PA14_39640	CP000438.1	3529035	3532880	-	3846	25
gene-PA14_39650	CP000438.1	3532880	3534841	-	1962	13
gene-PA14_39660	CP000438.1	3535009	3535818	+	810	172
gene-PA14_39670	CP000438.1	3535826	3535948	-	123	4
gene-PA14_39690	CP000438.1	3535976	3538003	+	2028	2528
gene-PA14_39700	CP000438.1	3538047	3538193	+	147	362
gene-PA14_39710	CP000438.1	3538190	3538888	+	699	327
gene-PA14_39720	CP000438.1	3539082	3540482	+	1401	42
gene-PA14_39730	CP000438.1	3540495	3540842	+	348	8
gene-PA14_39750	CP000438.1	3540887	3542119	+	1233	22
gene-PA14_39770	CP000438.1	3542183	3543730	+	1548	815
gene-PA14_39780	CP000438.1	3544298	3545524	+	1227	3035
gene-PA14_39790	CP000438.1	3545631	3546311	+	681	3567
gene-PA14_39800	CP000438.1	3546403	3546909	+	507	456
gene-PA14_39810	CP000438.1	3546906	3547856	+	951	117
gene-PA14_39820	CP000438.1	3548064	3550478	+	2415	61
gene-PA14_39830	CP000438.1	3550519	3551670	+	1152	29
gene-PA14_39850	CP000438.1	3551857	3553068	+	1212	23
gene-PA14_39860	CP000438.1	3553065	3554705	+	1641	38
gene-PA14_39870	CP000438.1	3554748	3555284	+	537	391
gene-PA14_39880	CP000438.1	3555459	3556106	-	648	21909
gene-PA14_39890	CP000438.1	3556129	3556965	-	837	26741
gene-PA14_39910	CP000438.1	3556979	3558862	-	1884	44003
gene-PA14_39925	CP000438.1	3558859	3559482	-	624	21597
gene-PA14_39945	CP000438.1	3559479	3560696	-	1218	46501
gene-PA14_39960	CP000438.1	3560720	3561208	-	489	38689
gene-PA14_39970	CP000438.1	3561244	3561732	-	489	8658
gene-PA14_39980	CP000438.1	3562214	3562927	-	714	421
gene-PA14_39990	CP000438.1	3563689	3564456	+	768	8737
gene-PA14_40010	CP000438.1	3564462	3565631	+	1170	10704
gene-PA14_40020	CP000438.1	3565650	3566924	+	1275	13174
gene-PA14_40030	CP000438.1	3566872	3567564	+	693	10137
gene-PA14_40040	CP000438.1	3567590	3570019	+	2430	13625
gene-PA14_40050	CP000438.1	3570016	3570753	+	738	3708
gene-PA14_40060	CP000438.1	3570750	3571139	+	390	1020
gene-PA14_40070	CP000438.1	3571228	3571851	+	624	1839
gene-PA14_40080	CP000438.1	3571865	3572848	-	984	711
gene-PA14_40100	CP000438.1	3573078	3574487	+	1410	669
gene-PA14_40110	CP000438.1	3574471	3575139	+	669	332
gene-PA14_40120	CP000438.1	3575143	3577506	-	2364	879
gene-PA14_40130	CP000438.1	3577575	3578108	-	534	174
gene-PA14_40150	CP000438.1	3578194	3578745	+	552	362
gene-PA14_40160	CP000438.1	3578742	3579140	-	399	62
gene-PA14_40170	CP000438.1	3579153	3579476	-	324	233
gene-PA14_40180	CP000438.1	3579807	3580268	+	462	1402
gene-PA14_40200	CP000438.1	3580273	3582468	+	2196	6598
gene-PA14_40210	CP000438.1	3582626	3583180	+	555	271
gene-PA14_40220	CP000438.1	3583268	3583846	+	579	331
gene-PA14_40230	CP000438.1	3583955	3585142	-	1188	2812
gene-PA14_40240	CP000438.1	3585132	3587303	-	2172	3912
gene-PA14_40250	CP000438.1	3587293	3588570	-	1278	3409
gene-PA14_40260	CP000438.1	3588570	3595940	-	7371	25124
gene-PA14_40270	CP000438.1	3597214	3598236	+	1023	51
gene-PA14_40280	CP000438.1	3598297	3599088	+	792	1730
gene-PA14_40290	CP000438.1	3599215	3600471	-	1257	5461
gene-PA14_40300	CP000438.1	3600755	3601180	-	426	732
gene-PA14_40310	CP000438.1	3601464	3601703	-	240	4884
gene-PA14_40320	CP000438.1	3601871	3604201	-	2331	108
gene-PA14_40330	CP000438.1	3604188	3604715	-	528	37
gene-PA14_40340	CP000438.1	3604857	3605066	-	210	314
gene-PA14_40350	CP000438.1	3605156	3607432	-	2277	391
gene-PA14_40370	CP000438.1	3607425	3609101	-	1677	621
gene-PA14_40380	CP000438.1	3609235	3609885	+	651	31
gene-PA14_40390	CP000438.1	3610001	3610756	+	756	251
gene-PA14_40410	CP000438.1	3610769	3611455	+	687	485
gene-PA14_40420	CP000438.1	3611457	3612542	+	1086	918
gene-PA14_40430	CP000438.1	3612564	3613391	-	828	2269
gene-PA14_40440	CP000438.1	3613477	3614364	+	888	367
gene-PA14_40450	CP000438.1	3614373	3615194	+	822	458
gene-PA14_40470	CP000438.1	3615195	3616649	-	1455	510
gene-PA14_40490	CP000438.1	3616827	3617750	+	924	1008
gene-PA14_40510	CP000438.1	3618097	3619539	+	1443	142
gene-PA14_40520	CP000438.1	3619542	3619763	+	222	20
gene-PA14_40540	CP000438.1	3619855	3621012	+	1158	19
gene-PA14_40550	CP000438.1	3621000	3621863	-	864	447
gene-PA14_40560	CP000438.1	3622148	3622423	+	276	552
gene-PA14_40570	CP000438.1	3622472	3623677	-	1206	1180
gene-PA14_40600	CP000438.1	3623926	3624930	+	1005	326
gene-PA14_40610	CP000438.1	3624953	3625195	+	243	47
gene-PA14_40620	CP000438.1	3625200	3626369	+	1170	91
gene-PA14_40630	CP000438.1	3626428	3627012	-	585	2160
gene-PA14_40640	CP000438.1	3627135	3629423	-	2289	1940
gene-PA14_40650	CP000438.1	3629785	3630303	+	519	40
gene-PA14_40660	CP000438.1	3630345	3630809	+	465	26
gene-PA14_40670	CP000438.1	3631084	3634788	+	3705	9629
gene-PA14_40690	CP000438.1	3634803	3635165	+	363	1846
gene-PA14_40700	CP000438.1	3635217	3635714	-	498	764
gene-PA14_40710	CP000438.1	3635728	3636090	-	363	635
gene-PA14_40730	CP000438.1	3636128	3637168	+	1041	643
gene-PA14_40740	CP000438.1	3637233	3637460	+	228	1406
gene-PA14_40750	CP000438.1	3637485	3637640	-	156	1156
gene-PA14_40770	CP000438.1	3637871	3639529	+	1659	3809
gene-PA14_40780	CP000438.1	3639513	3640010	+	498	1380
gene-PA14_40790	CP000438.1	3640075	3640656	-	582	241
gene-PA14_40800	CP000438.1	3640779	3641216	+	438	183
gene-PA14_40820	CP000438.1	3641311	3642186	+	876	172
gene-PA14_40830	CP000438.1	3642173	3643165	-	993	6683
gene-PA14_40840	CP000438.1	3643224	3644249	-	1026	2181
gene-PA14_40850	CP000438.1	3644484	3645194	+	711	1273
gene-PA14_40860	CP000438.1	3645255	3645569	+	315	2374
gene-PA14_40880	CP000438.1	3645827	3646897	+	1071	1720
gene-PA14_40890	CP000438.1	3646922	3647689	+	768	2408
gene-PA14_40900	CP000438.1	3647850	3648611	-	762	67
gene-PA14_40910	CP000438.1	3648743	3649648	+	906	243
gene-PA14_40930	CP000438.1	3649645	3650289	-	645	543
gene-PA14_40940	CP000438.1	3650390	3651169	+	780	120
gene-PA14_40950	CP000438.1	3651137	3651973	-	837	2928
gene-PA14_40960	CP000438.1	3651973	3653661	-	1689	5564
gene-PA14_40980	CP000438.1	3653701	3654513	-	813	2245
gene-PA14_41000	CP000438.1	3654737	3656239	+	1503	855
gene-PA14_41010	CP000438.1	3656223	3657578	-	1356	5307
gene-PA14_41020	CP000438.1	3657602	3659857	-	2256	12038
gene-PA14_41030	CP000438.1	3660051	3660440	+	390	1038
gene-PA14_41050	CP000438.1	3660468	3661208	-	741	898
gene-PA14_41060	CP000438.1	3661273	3661719	-	447	948
gene-PA14_41070	CP000438.1	3661722	3662483	-	762	1991
gene-PA14_41080	CP000438.1	3662879	3663361	+	483	537
gene-PA14_41090	CP000438.1	3663439	3665043	+	1605	4246
gene-PA14_41110	CP000438.1	3665234	3667063	+	1830	2242
gene-PA14_41130	CP000438.1	3667060	3668907	+	1848	4082
gene-PA14_41140	CP000438.1	3668914	3669996	+	1083	2409
gene-PA14_41150	CP000438.1	3670001	3671020	+	1020	2837
gene-PA14_41160	CP000438.1	3671022	3672632	+	1611	4011
gene-PA14_41170	CP000438.1	3672654	3673451	+	798	4593
gene-PA14_41190	CP000438.1	3673549	3675414	-	1866	13192
gene-PA14_41200	CP000438.1	3675521	3675594	-	74	5962
gene-PA14_41210	CP000438.1	3675646	3675918	-	273	38095
gene-PA14_41220	CP000438.1	3676054	3678450	-	2397	36397
gene-PA14_41230	CP000438.1	3678582	3679862	-	1281	28366
gene-PA14_41240	CP000438.1	3679967	3680608	-	642	13875
gene-PA14_41250	CP000438.1	3680702	3682012	-	1311	34249
gene-PA14_41260	CP000438.1	3682244	3682951	+	708	678
gene-PA14_41270	CP000438.1	3682952	3684238	+	1287	585
gene-PA14_41280	CP000438.1	3684343	3686175	+	1833	125
gene-PA14_41290	CP000438.1	3686172	3686288	+	117	5
gene-PA14_41300	CP000438.1	3686462	3686683	-	222	102
gene-PA14_41320	CP000438.1	3687017	3687098	-	82	349
gene-PA14_41330	CP000438.1	3687156	3687228	-	73	557
gene-PA14_41340	CP000438.1	3687283	3687356	-	74	2658
gene-PA14_41350	CP000438.1	3687635	3688489	+	855	1946
gene-PA14_41360	CP000438.1	3688547	3689929	-	1383	6676
gene-PA14_41380	CP000438.1	3689939	3691609	-	1671	9958
gene-PA14_41390	CP000438.1	3691732	3692229	+	498	4585
gene-PA14_41400	CP000438.1	3692234	3692956	+	723	1782
gene-PA14_41420	CP000438.1	3693088	3694419	+	1332	984
gene-PA14_41430	CP000438.1	3694468	3695091	-	624	338
gene-PA14_41440	CP000438.1	3695262	3696125	+	864	23413
gene-PA14_41450	CP000438.1	3696181	3696648	-	468	302
gene-PA14_41470	CP000438.1	3697030	3699639	+	2610	31590
gene-PA14_41480	CP000438.1	3699817	3701025	+	1209	240
gene-PA14_41490	CP000438.1	3701042	3701620	+	579	100
gene-PA14_41500	CP000438.1	3701850	3702545	+	696	1570
gene-PA14_41510	CP000438.1	3702898	3704109	+	1212	56
gene-PA14_41520	CP000438.1	3704178	3705779	+	1602	83
gene-PA14_41530	CP000438.1	3706047	3708497	+	2451	50
gene-PA14_41540	CP000438.1	3708550	3708876	+	327	6
gene-PA14_41560	CP000438.1	3708903	3711629	+	2727	64
gene-PA14_41563	CP000438.1	3711641	3712378	+	738	55
gene-PA14_41570	CP000438.1	3712447	3713499	-	1053	201739
gene-PA14_41575	CP000438.1	3713608	3714198	-	591	14827
gene-PA14_41590	CP000438.1	3714270	3715094	-	825	3245
gene-PA14_41610	CP000438.1	3715097	3715351	-	255	898
gene-PA14_41630	CP000438.1	3715400	3716398	-	999	2056
gene-PA14_41640	CP000438.1	3716586	3717074	-	489	6495
gene-PA14_41650	CP000438.1	3717181	3718191	-	1011	966
gene-PA14_41670	CP000438.1	3718261	3720636	-	2376	30631
gene-PA14_41680	CP000438.1	3720802	3721626	+	825	1145
gene-PA14_41690	CP000438.1	3721917	3722456	+	540	1333
gene-PA14_41710	CP000438.1	3722462	3723988	+	1527	5354
gene-PA14_41730	CP000438.1	3723992	3724975	+	984	2136
gene-PA14_41740	CP000438.1	3725032	3726219	-	1188	292
gene-PA14_41750	CP000438.1	3726233	3727831	-	1599	92
gene-PA14_41760	CP000438.1	3727851	3728876	-	1026	265
gene-PA14_41780	CP000438.1	3728917	3729678	-	762	924
gene-PA14_41790	CP000438.1	3729757	3730194	-	438	861
gene-PA14_41800	CP000438.1	3730426	3733149	-	2724	4917
gene-PA14_41810	CP000438.1	3733152	3735857	-	2706	5670
gene-PA14_41820	CP000438.1	3736022	3737383	+	1362	957
gene-PA14_41830	CP000438.1	3737426	3738043	-	618	2543
gene-PA14_41840	CP000438.1	3738178	3738981	+	804	750
gene-PA14_41860	CP000438.1	3739046	3739393	+	348	119
gene-PA14_41870	CP000438.1	3739450	3740424	-	975	6897
gene-PA14_41880	CP000438.1	3740556	3741053	-	498	2537
gene-PA14_41900	CP000438.1	3741216	3742163	-	948	3473
gene-PA14_41910	CP000438.1	3742163	3742540	-	378	1082
gene-PA14_41920	CP000438.1	3742858	3743934	+	1077	5068
gene-PA14_41930	CP000438.1	3743992	3744477	-	486	2527
gene-PA14_41950	CP000438.1	3744661	3745350	+	690	1985
gene-PA14_41960	CP000438.1	3745500	3745688	+	189	34
gene-PA14_41970	CP000438.1	3745760	3746266	-	507	9204
gene-PA14_41980	CP000438.1	3746487	3746975	+	489	1174
gene-PA14_41990	CP000438.1	3747130	3747348	+	219	53
gene-PA14_42000	CP000438.1	3747376	3747615	+	240	25
gene-PA14_42010	CP000438.1	3747673	3748395	-	723	3857
gene-PA14_42020	CP000438.1	3748639	3749010	+	372	956
gene-PA14_42030	CP000438.1	3749019	3750017	-	999	55
gene-PA14_42050	CP000438.1	3750040	3751011	-	972	50
gene-PA14_42060	CP000438.1	3751162	3752076	+	915	220
gene-PA14_42080	CP000438.1	3752461	3754605	-	2145	1623
gene-PA14_42090	CP000438.1	3754619	3755824	-	1206	1245
gene-PA14_42100	CP000438.1	3756395	3757282	-	888	426
gene-PA14_42120	CP000438.1	3757395	3758216	+	822	864
gene-PA14_42130	CP000438.1	3758224	3758955	-	732	1885
gene-PA14_42140	CP000438.1	3759037	3759837	-	801	835
gene-PA14_42150	CP000438.1	3759834	3760787	-	954	629
gene-PA14_42160	CP000438.1	3760790	3762202	-	1413	1772
gene-PA14_42180	CP000438.1	3762552	3763238	-	687	1720
gene-PA14_42200	CP000438.1	3763348	3763689	-	342	4703
gene-PA14_42220	CP000438.1	3764042	3766099	+	2058	1217
gene-PA14_42230	CP000438.1	3766270	3768564	+	2295	1189
gene-PA14_42250	CP000438.1	3768667	3769311	-	645	71
gene-PA14_42260	CP000438.1	3769290	3769910	-	621	51
gene-PA14_42270	CP000438.1	3769919	3770665	-	747	217
gene-PA14_42280	CP000438.1	3770662	3771000	-	339	71
gene-PA14_42290	CP000438.1	3771000	3771431	-	432	63
gene-PA14_42300	CP000438.1	3771428	3771775	-	348	73
gene-PA14_42310	CP000438.1	3771778	3772035	-	258	76
gene-PA14_42320	CP000438.1	3772038	3772241	-	204	54
gene-PA14_42340	CP000438.1	3772204	3773502	-	1299	130
gene-PA14_42350	CP000438.1	3773504	3775306	-	1803	108
gene-PA14_42360	CP000438.1	3775306	3775728	-	423	33
gene-PA14_42380	CP000438.1	3775762	3776592	-	831	515
gene-PA14_42390	CP000438.1	3776690	3777526	-	837	114
gene-PA14_42400	CP000438.1	3777824	3778237	-	414	305
gene-PA14_42410	CP000438.1	3778246	3778491	-	246	459
gene-PA14_42430	CP000438.1	3778500	3778937	-	438	771
gene-PA14_42440	CP000438.1	3779064	3779951	-	888	278
gene-PA14_42450	CP000438.1	3779963	3781135	-	1173	303
gene-PA14_42460	CP000438.1	3781116	3781622	-	507	55
gene-PA14_42470	CP000438.1	3781631	3782515	-	885	54
gene-PA14_42480	CP000438.1	3782525	3782821	-	297	8
gene-PA14_42490	CP000438.1	3782849	3783283	-	435	125
gene-PA14_42500	CP000438.1	3783280	3785400	-	2121	384
gene-PA14_42510	CP000438.1	3785397	3785726	-	330	7
gene-PA14_42520	CP000438.1	3785731	3786096	-	366	6
gene-PA14_42530	CP000438.1	3786093	3786464	-	372	23
gene-PA14_42540	CP000438.1	3786451	3786729	-	279	15
gene-PA14_42550	CP000438.1	3786710	3787576	-	867	42
gene-PA14_42570	CP000438.1	3787767	3789089	+	1323	16
gene-PA14_42580	CP000438.1	3789086	3789562	+	477	10
gene-PA14_42600	CP000438.1	3789550	3790668	+	1119	13
gene-PA14_42610	CP000438.1	3790665	3791594	+	930	14
gene-PA14_42620	CP000438.1	3791591	3792244	+	654	18
gene-PA14_42630	CP000438.1	3792247	3792513	+	267	36
gene-PA14_42640	CP000438.1	3792510	3793298	+	789	32
gene-PA14_42660	CP000438.1	3793295	3794344	+	1050	30
gene-PA14_42670	CP000438.1	3794450	3796552	-	2103	9243
gene-PA14_42680	CP000438.1	3796555	3797424	-	870	1991
gene-PA14_42690	CP000438.1	3797585	3798445	-	861	1298
gene-PA14_42700	CP000438.1	3798594	3799487	+	894	1499
gene-PA14_42710	CP000438.1	3799503	3799694	-	192	707
gene-PA14_42720	CP000438.1	3799743	3800420	-	678	2558
gene-PA14_42730	CP000438.1	3800493	3801038	-	546	2957
gene-PA14_42740	CP000438.1	3801035	3801652	-	618	3224
gene-PA14_42750	CP000438.1	3801649	3802800	-	1152	947
gene-PA14_42760	CP000438.1	3802844	3803935	-	1092	4024
gene-PA14_42770	CP000438.1	3804043	3805026	+	984	454
gene-PA14_42780	CP000438.1	3805104	3805883	+	780	1156
gene-PA14_42790	CP000438.1	3805908	3806822	-	915	1380
gene-PA14_42820	CP000438.1	3806993	3807589	+	597	2057
gene-PA14_42830	CP000438.1	3807762	3808082	+	321	338
gene-PA14_42840	CP000438.1	3808139	3808696	+	558	311
gene-PA14_42850	CP000438.1	3808774	3809319	+	546	2454
gene-PA14_42860	CP000438.1	3809384	3809845	-	462	11389
gene-PA14_42870	CP000438.1	3810092	3810472	+	381	394
gene-PA14_42880	CP000438.1	3810500	3811489	-	990	1716
gene-PA14_42890	CP000438.1	3811486	3812214	-	729	2793
gene-PA14_42900	CP000438.1	3812214	3815741	-	3528	9704
gene-PA14_42910	CP000438.1	3815757	3816626	-	870	4494
gene-PA14_42920	CP000438.1	3816629	3817960	-	1332	9686
gene-PA14_42940	CP000438.1	3817957	3818463	-	507	5659
gene-PA14_42950	CP000438.1	3818469	3819662	-	1194	5472
gene-PA14_42960	CP000438.1	3819680	3819820	-	141	555
gene-PA14_42970	CP000438.1	3819909	3821420	-	1512	4072
gene-PA14_42980	CP000438.1	3821431	3824064	-	2634	8791
gene-PA14_42990	CP000438.1	3824071	3825078	-	1008	2724
gene-PA14_43000	CP000438.1	3825042	3826622	-	1581	5350
gene-PA14_43020	CP000438.1	3827167	3827574	-	408	6283
gene-PA14_43030	CP000438.1	3827587	3829062	-	1476	42035
gene-PA14_43040	CP000438.1	3829090	3829596	-	507	13866
gene-PA14_43050	CP000438.1	3829632	3831188	-	1557	12082
gene-PA14_43070	CP000438.1	3831886	3832404	+	519	6285
gene-PA14_43080	CP000438.1	3832600	3834642	+	2043	3140
gene-PA14_43090	CP000438.1	3834632	3835372	+	741	1032
gene-PA14_43100	CP000438.1	3835369	3840213	+	4845	7641
gene-PA14_43110	CP000438.1	3841020	3841622	-	603	2398
gene-PA14_43130	CP000438.1	3841678	3842844	-	1167	2837
gene-PA14_43140	CP000438.1	3842926	3843402	+	477	191
gene-PA14_43150	CP000438.1	3843452	3844087	-	636	371
gene-PA14_43160	CP000438.1	3844318	3845520	+	1203	1165
gene-PA14_43170	CP000438.1	3845527	3846420	-	894	1080
