# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./references/genomic.gtf" "./results/bowtie2/wt_1_dark_T1.bam" "--minOverlap" "30" "-s" "2" "-p" "-t" "gene" "-o" "./results/featureCounts_30/wt_1_dark_T1.txt" 
Geneid	Chr	Start	End	Strand	Length	./results/bowtie2/wt_1_dark_T1.bam
PA14_45170	CP000438.1	4027729	4028919	+	1191	772
PA14_45180	CP000438.1	4028906	4030144	+	1239	869
PA14_45190	CP000438.1	4030165	4031580	+	1416	1032
PA14_45210	CP000438.1	4031588	4032688	-	1101	858
PA14_45240	CP000438.1	4032702	4034069	-	1368	120
PA14_45250	CP000438.1	4034269	4035075	+	807	550
PA14_45260	CP000438.1	4035079	4035513	-	435	3248
PA14_45280	CP000438.1	4035524	4036747	-	1224	7157
PA14_45290	CP000438.1	4036744	4037211	-	468	3494
PA14_45300	CP000438.1	4037208	4037750	-	543	4370
PA14_45310	CP000438.1	4037754	4039727	-	1974	23350
PA14_45330	CP000438.1	4039728	4040216	-	489	4420
PA14_45340	CP000438.1	4040213	4040389	-	177	834
PA14_45350	CP000438.1	4040386	4041144	-	759	4246
PA14_45370	CP000438.1	4041267	4041938	-	672	1464
PA14_45380	CP000438.1	4041935	4042636	-	702	1199
PA14_45400	CP000438.1	4042922	4044400	+	1479	4947
PA14_45410	CP000438.1	4044397	4044732	+	336	515
PA14_45430	CP000438.1	4045256	4045993	-	738	618
PA14_45440	CP000438.1	4046127	4046849	-	723	492
PA14_45450	CP000438.1	4046909	4047325	-	417	133
PA14_45460	CP000438.1	4047416	4048387	-	972	745
PA14_45470	CP000438.1	4048496	4049182	+	687	173
PA14_45480	CP000438.1	4049210	4049617	-	408	2912
PA14_45500	CP000438.1	4049648	4050127	-	480	7773
PA14_45510	CP000438.1	4050173	4051063	-	891	5706
PA14_45520	CP000438.1	4051155	4051943	-	789	4794
PA14_45540	CP000438.1	4052038	4052928	-	891	2206
PA14_45560	CP000438.1	4052941	4053681	-	741	4013
PA14_45580	CP000438.1	4053770	4054876	-	1107	10389
PA14_45590	CP000438.1	4054930	4057191	-	2262	16611
PA14_45610	CP000438.1	4057392	4058180	-	789	11513
PA14_45620	CP000438.1	4058200	4058574	-	375	3518
PA14_45630	CP000438.1	4058676	4059419	-	744	6156
PA14_45640	CP000438.1	4059416	4060258	-	843	6195
PA14_45660	CP000438.1	4060397	4061686	-	1290	5878
PA14_45680	CP000438.1	4061770	4063893	-	2124	3883
PA14_45700	CP000438.1	4064032	4065393	-	1362	1853
PA14_45710	CP000438.1	4065426	4066685	-	1260	1713
PA14_45720	CP000438.1	4066758	4067894	-	1137	940
PA14_45740	CP000438.1	4067897	4068673	-	777	553
PA14_45760	CP000438.1	4068673	4068942	-	270	739
PA14_45770	CP000438.1	4068987	4069754	-	768	1693
PA14_45780	CP000438.1	4069751	4070203	-	453	1511
PA14_45790	CP000438.1	4070205	4070678	-	474	3048
PA14_45800	CP000438.1	4070706	4071677	-	972	3015
PA14_45810	CP000438.1	4071685	4072206	-	522	1016
PA14_45830	CP000438.1	4072450	4073733	-	1284	6009
PA14_45840	CP000438.1	4073921	4074508	+	588	17178
PA14_45850	CP000438.1	4074520	4074927	+	408	1649
PA14_45870	CP000438.1	4074936	4076381	-	1446	1155
PA14_45880	CP000438.1	4076359	4077048	-	690	574
PA14_45890	CP000438.1	4077152	4080262	-	3111	196
PA14_45910	CP000438.1	4080259	4081416	-	1158	146
PA14_45920	CP000438.1	4081597	4082310	+	714	406
PA14_45930	CP000438.1	4082311	4084263	+	1953	1632
PA14_45940	CP000438.1	4084370	4084975	-	606	7257
PA14_45950	CP000438.1	4085107	4085349	+	243	463
PA14_45960	CP000438.1	4085339	4086058	-	720	13018
PA14_45970	CP000438.1	4086509	4089217	-	2709	39308
PA14_45980	CP000438.1	4089383	4089814	-	432	313
PA14_46000	CP000438.1	4091232	4091588	-	357	60
PA14_46010	CP000438.1	4091629	4093245	-	1617	374
PA14_46020	CP000438.1	4093734	4094345	-	612	605
PA14_46030	CP000438.1	4094639	4095892	+	1254	1193
PA14_46060	CP000438.1	4095896	4096789	-	894	1406
PA14_46070	CP000438.1	4096997	4097956	+	960	123
PA14_46080	CP000438.1	4097971	4098390	+	420	16
PA14_46100	CP000438.1	4098409	4099920	+	1512	54
PA14_46110	CP000438.1	4100014	4101405	+	1392	86
PA14_46120	CP000438.1	4101481	4103082	+	1602	183
PA14_46140	CP000438.1	4103096	4104478	+	1383	209
PA14_46150	CP000438.1	4104523	4105251	+	729	967
PA14_46160	CP000438.1	4105311	4105544	-	234	4842
PA14_46170	CP000438.1	4105600	4106472	-	873	1560
PA14_46180	CP000438.1	4106577	4107770	+	1194	41
PA14_46200	CP000438.1	4107730	4108641	-	912	397
PA14_46220	CP000438.1	4108837	4109928	-	1092	324
PA14_46230	CP000438.1	4109939	4110979	-	1041	184
PA14_46240	CP000438.1	4111189	4113612	+	2424	3789
PA14_46250	CP000438.1	4113679	4114620	+	942	752
PA14_46260	CP000438.1	4114656	4115414	+	759	1067
PA14_46270	CP000438.1	4115434	4117026	-	1593	922
PA14_46280	CP000438.1	4117560	4117787	+	228	296
PA14_46290	CP000438.1	4117919	4118551	-	633	263
PA14_46300	CP000438.1	4118644	4119309	+	666	1007
PA14_46310	CP000438.1	4119387	4119794	+	408	635
PA14_46320	CP000438.1	4119822	4123109	-	3288	636
PA14_46330	CP000438.1	4123314	4124234	+	921	372
PA14_46340	CP000438.1	4124250	4124591	-	342	974
PA14_46360	CP000438.1	4124672	4125304	-	633	1228
PA14_46370	CP000438.1	4125450	4127072	+	1623	1347
PA14_46380	CP000438.1	4127099	4127515	-	417	56
PA14_46390	CP000438.1	4127531	4127785	-	255	109
PA14_46400	CP000438.1	4128129	4129094	-	966	337
PA14_46420	CP000438.1	4129186	4130019	+	834	367
PA14_46430	CP000438.1	4130109	4130471	-	363	927
PA14_46440	CP000438.1	4130614	4131147	-	534	2451
PA14_46450	CP000438.1	4131283	4133016	+	1734	5381
PA14_46460	CP000438.1	4133700	4134890	-	1191	2222
PA14_46470	CP000438.1	4135139	4136281	-	1143	3142
PA14_46480	CP000438.1	4136496	4137002	-	507	328
PA14_46490	CP000438.1	4137111	4138379	+	1269	683
PA14_46510	CP000438.1	4138746	4140104	-	1359	3392
PA14_46520	CP000438.1	4140101	4141240	-	1140	6867
PA14_46530	CP000438.1	4141826	4142251	-	426	807
PA14_46540	CP000438.1	4142401	4144101	+	1701	5008
PA14_46550	CP000438.1	4144573	4145301	+	729	3164
PA14_46560	CP000438.1	4145464	4145865	-	402	53
PA14_46570	CP000438.1	4146137	4146754	+	618	1393
PA14_46580	CP000438.1	4146826	4147941	+	1116	292
PA14_46590	CP000438.1	4147938	4151027	+	3090	363
PA14_46600	CP000438.1	4151058	4151864	+	807	220
PA14_46610	CP000438.1	4152349	4152822	-	474	380
PA14_46620	CP000438.1	4152844	4154124	-	1281	768
PA14_46630	CP000438.1	4154793	4155629	+	837	817
PA14_46640	CP000438.1	4155789	4158230	-	2442	605
PA14_46650	CP000438.1	4158308	4159150	-	843	535
PA14_46660	CP000438.1	4159147	4159887	-	741	355
PA14_46670	CP000438.1	4159900	4160223	-	324	188
PA14_46680	CP000438.1	4160669	4162102	+	1434	1706
PA14_46700	CP000438.1	4162085	4162978	-	894	495
PA14_46710	CP000438.1	4162977	4163627	+	651	660
PA14_46720	CP000438.1	4163665	4164063	+	399	1341
PA14_46740	CP000438.1	4164079	4164555	-	477	2643
PA14_46750	CP000438.1	4164624	4165730	-	1107	384
PA14_46760	CP000438.1	4165753	4166133	-	381	132
PA14_46770	CP000438.1	4166280	4166705	+	426	1357
PA14_46780	CP000438.1	4166742	4167155	+	414	1223
PA14_46800	CP000438.1	4167327	4168538	+	1212	65
PA14_46810	CP000438.1	4168546	4169769	-	1224	874
PA14_46820	CP000438.1	4169787	4170536	-	750	855
PA14_46830	CP000438.1	4170711	4171061	-	351	529
PA14_46840	CP000438.1	4171244	4171951	-	708	797
PA14_46850	CP000438.1	4172017	4172709	+	693	112
PA14_46860	CP000438.1	4172793	4174340	+	1548	393
PA14_46880	CP000438.1	4174351	4175940	-	1590	1423
PA14_46890	CP000438.1	4176124	4176918	-	795	9993
PA14_46900	CP000438.1	4177014	4177472	-	459	517
PA14_46910	CP000438.1	4177924	4178832	+	909	44717
PA14_46920	CP000438.1	4179035	4179781	+	747	10479
PA14_46930	CP000438.1	4179778	4180446	+	669	10879
PA14_46950	CP000438.1	4180443	4181177	+	735	27812
PA14_46960	CP000438.1	4181255	4182928	+	1674	16762
PA14_46970	CP000438.1	4183014	4184102	+	1089	60019
PA14_46980	CP000438.1	4184198	4186099	+	1902	6065
PA14_46990	CP000438.1	4186144	4187421	+	1278	2663
PA14_47000	CP000438.1	4187705	4188817	+	1113	319
PA14_47010	CP000438.1	4189012	4189218	+	207	720
PA14_47030	CP000438.1	4189368	4189919	+	552	132
PA14_47040	CP000438.1	4190188	4191735	+	1548	4096
PA14_47060	CP000438.1	4191791	4192570	-	780	291
PA14_47070	CP000438.1	4192576	4193007	-	432	13
PA14_47080	CP000438.1	4193092	4194000	+	909	540
PA14_47090	CP000438.1	4194004	4195932	-	1929	5958
PA14_47100	CP000438.1	4196019	4197566	-	1548	6799
PA14_47110	CP000438.1	4197563	4197970	-	408	1672
PA14_47120	CP000438.1	4198236	4198748	-	513	18011
PA14_47130	CP000438.1	4198808	4199140	-	333	7810
PA14_47140	CP000438.1	4199269	4201467	-	2199	146
PA14_47150	CP000438.1	4201706	4202596	-	891	804
PA14_47160	CP000438.1	4202607	4202942	-	336	513
PA14_47180	CP000438.1	4202942	4203571	-	630	810
PA14_47190	CP000438.1	4203575	4205551	-	1977	3235
PA14_47210	CP000438.1	4205558	4206553	-	996	1174
PA14_47230	CP000438.1	4207180	4208721	-	1542	719
PA14_47240	CP000438.1	4208879	4209493	+	615	598
PA14_47250	CP000438.1	4209501	4209887	-	387	147
PA14_47260	CP000438.1	4209901	4211259	-	1359	93
PA14_47270	CP000438.1	4211367	4212278	+	912	830
PA14_47280	CP000438.1	4212329	4213156	-	828	344
PA14_47300	CP000438.1	4213192	4214307	-	1116	227
PA14_47310	CP000438.1	4214475	4215335	+	861	854
PA14_47320	CP000438.1	4215345	4215869	-	525	2543
PA14_47330	CP000438.1	4215896	4216669	-	774	3591
PA14_47340	CP000438.1	4216673	4217134	-	462	1324
PA14_47350	CP000438.1	4217198	4217671	-	474	3754
PA14_47360	CP000438.1	4217820	4219871	+	2052	4764
PA14_47370	CP000438.1	4219948	4220487	+	540	455
PA14_47380	CP000438.1	4220494	4223049	-	2556	136
PA14_47390	CP000438.1	4223178	4224161	-	984	226
PA14_47400	CP000438.1	4224158	4224685	-	528	139
PA14_47410	CP000438.1	4224835	4225284	-	450	473
PA14_47420	CP000438.1	4225361	4225636	-	276	322
PA14_47430	CP000438.1	4225704	4226654	+	951	511
PA14_47440	CP000438.1	4226666	4227598	-	933	2699
PA14_47450	CP000438.1	4227853	4228146	-	294	799
PA14_47460	CP000438.1	4228143	4229267	-	1125	2717
PA14_47490	CP000438.1	4229408	4230469	+	1062	10380
PA14_47500	CP000438.1	4230769	4231623	+	855	8205
PA14_47510	CP000438.1	4231645	4232484	-	840	454
PA14_47520	CP000438.1	4232596	4233189	+	594	939
PA14_47530	CP000438.1	4233411	4233890	+	480	1467
PA14_47540	CP000438.1	4234096	4235370	+	1275	55344
PA14_47550	CP000438.1	4235425	4235979	-	555	4252
PA14_47560	CP000438.1	4236144	4237343	-	1200	162
PA14_47580	CP000438.1	4237417	4237866	-	450	265
PA14_47600	CP000438.1	4237997	4239817	+	1821	333
PA14_47610	CP000438.1	4239848	4240408	-	561	1142
PA14_47640	CP000438.1	4240527	4242032	+	1506	919
PA14_47650	CP000438.1	4241995	4242732	-	738	2258
PA14_47660	CP000438.1	4242735	4243319	-	585	1617
PA14_47670	CP000438.1	4243316	4244371	-	1056	4763
PA14_47680	CP000438.1	4244368	4244889	-	522	1635
PA14_47690	CP000438.1	4244882	4246354	-	1473	3152
PA14_47720	CP000438.1	4246347	4247342	-	996	2008
PA14_47730	CP000438.1	4247335	4248273	-	939	1514
PA14_47750	CP000438.1	4248270	4248926	-	657	2018
PA14_47760	CP000438.1	4248928	4250235	-	1308	5529
PA14_47790	CP000438.1	4250267	4250878	-	612	4323
PA14_47800	CP000438.1	4250942	4252792	-	1851	6487
PA14_47810	CP000438.1	4253144	4255183	-	2040	312
PA14_47820	CP000438.1	4255428	4256096	+	669	1156
PA14_47840	CP000438.1	4256213	4257157	+	945	154
PA14_47850	CP000438.1	4257154	4258269	+	1116	222
PA14_47860	CP000438.1	4258499	4259752	+	1254	263
PA14_47870	CP000438.1	4259749	4260651	-	903	63
PA14_47880	CP000438.1	4260751	4261617	+	867	731
PA14_47890	CP000438.1	4261914	4262858	-	945	1388
PA14_47900	CP000438.1	4262897	4264339	+	1443	163
PA14_47910	CP000438.1	4264504	4265178	+	675	512
PA14_47920	CP000438.1	4265435	4266256	+	822	69
PA14_47930	CP000438.1	4266315	4268057	+	1743	47
PA14_47940	CP000438.1	4268057	4268722	+	666	12
PA14_47950	CP000438.1	4268733	4269377	+	645	30
PA14_47960	CP000438.1	4269374	4270096	+	723	87
PA14_47970	CP000438.1	4270122	4271156	+	1035	130
PA14_48000	CP000438.1	4271307	4272224	+	918	97
PA14_48010	CP000438.1	4272317	4273897	+	1581	147
PA14_48020	CP000438.1	4274001	4275005	-	1005	1616
PA14_48030	CP000438.1	4275245	4276870	+	1626	76
PA14_48040	CP000438.1	4276883	4277278	-	396	6358
PA14_48060	CP000438.1	4277525	4278964	-	1440	32477
PA14_48090	CP000438.1	4279323	4280768	-	1446	898
PA14_48100	CP000438.1	4280772	4282070	-	1299	1141
PA14_48115	CP000438.1	4282067	4283848	-	1782	1148
PA14_48140	CP000438.1	4283935	4285179	-	1245	2290
PA14_48150	CP000438.1	4286195	4286536	+	342	143
PA14_48160	CP000438.1	4286772	4289348	+	2577	4658
PA14_48170	CP000438.1	4289371	4291143	-	1773	2726
PA14_48190	CP000438.1	4291223	4291783	-	561	690
PA14_48200	CP000438.1	4291948	4292745	+	798	224
PA14_48210	CP000438.1	4292802	4293686	+	885	164
PA14_48230	CP000438.1	4293859	4293960	+	102	10
PA14_48240	CP000438.1	4294069	4295517	+	1449	34
PA14_48280	CP000438.1	4295514	4296665	+	1152	30
PA14_48300	CP000438.1	4296655	4298166	+	1512	57
PA14_48310	CP000438.1	4298169	4298951	-	783	1028
PA14_48320	CP000438.1	4299143	4299646	+	504	1414
PA14_48330	CP000438.1	4299668	4299925	-	258	25
PA14_48340	CP000438.1	4299922	4301961	-	2040	121
PA14_48350	CP000438.1	4301961	4302869	-	909	24
PA14_48380	CP000438.1	4302882	4303079	-	198	12
PA14_48390	CP000438.1	4303213	4304019	+	807	240
PA14_48400	CP000438.1	4304129	4304479	+	351	215
PA14_48410	CP000438.1	4304556	4305404	-	849	1374
PA14_48420	CP000438.1	4305443	4306051	-	609	827
PA14_48440	CP000438.1	4306157	4306762	+	606	261
PA14_48450	CP000438.1	4306779	4307897	-	1119	631
PA14_48460	CP000438.1	4307897	4309009	-	1113	122
PA14_48470	CP000438.1	4309006	4309917	-	912	72
PA14_48490	CP000438.1	4309921	4310961	-	1041	104
PA14_48500	CP000438.1	4311093	4311980	+	888	481
PA14_48510	CP000438.1	4312055	4312390	+	336	71
PA14_48520	CP000438.1	4312387	4313544	+	1158	2652
PA14_48530	CP000438.1	4314228	4316084	+	1857	366
PA14_48540	CP000438.1	4316081	4317343	+	1263	284
PA14_48550	CP000438.1	4317337	4317951	+	615	97
PA14_48560	CP000438.1	4317948	4318826	+	879	475
PA14_48570	CP000438.1	4318823	4320190	+	1368	1505
PA14_48590	CP000438.1	4320187	4320933	+	747	1254
PA14_48600	CP000438.1	4321135	4322421	+	1287	975
PA14_48610	CP000438.1	4322421	4324019	+	1599	825
PA14_48620	CP000438.1	4324016	4324975	+	960	368
PA14_48630	CP000438.1	4324972	4326201	+	1230	413
PA14_48640	CP000438.1	4326198	4326833	+	636	172
PA14_48650	CP000438.1	4326951	4327649	+	699	368
PA14_48660	CP000438.1	4327830	4328765	+	936	625
PA14_48680	CP000438.1	4328782	4330281	-	1500	1175
PA14_48700	CP000438.1	4330448	4332289	-	1842	6013
PA14_48710	CP000438.1	4332292	4332765	-	474	1379
PA14_48730	CP000438.1	4332925	4333872	-	948	7167
PA14_48740	CP000438.1	4333899	4334456	-	558	4180
PA14_48750	CP000438.1	4334485	4334892	-	408	2536
PA14_48760	CP000438.1	4335035	4335652	-	618	15382
PA14_48770	CP000438.1	4335953	4336867	+	915	1009
PA14_48780	CP000438.1	4336875	4337537	-	663	1793
PA14_48790	CP000438.1	4337557	4338090	-	534	3519
PA14_48800	CP000438.1	4338173	4338790	-	618	3302
PA14_48810	CP000438.1	4338856	4339626	-	771	3930
PA14_48830	CP000438.1	4339639	4341039	-	1401	8855
PA14_48840	CP000438.1	4341250	4342014	+	765	1220
PA14_48850	CP000438.1	4342119	4343537	+	1419	418
PA14_48860	CP000438.1	4343539	4344210	-	672	2009
PA14_48870	CP000438.1	4344257	4345081	-	825	1709
PA14_48880	CP000438.1	4345187	4346203	-	1017	309
PA14_48890	CP000438.1	4346203	4347501	-	1299	154
PA14_48900	CP000438.1	4347632	4347733	-	102	7
PA14_48910	CP000438.1	4347730	4349013	-	1284	110
PA14_48920	CP000438.1	4349017	4349373	-	357	16
PA14_48930	CP000438.1	4349378	4350664	-	1287	162
PA14_48940	CP000438.1	4350851	4351099	-	249	267
PA14_48950	CP000438.1	4351112	4351363	-	252	82
PA14_48960	CP000438.1	4351376	4351468	-	93	10
PA14_48970	CP000438.1	4351485	4351919	-	435	128
PA14_48980	CP000438.1	4352054	4352431	-	378	51
PA14_48990	CP000438.1	4352435	4352725	-	291	52
PA14_49000	CP000438.1	4352729	4352941	-	213	65
PA14_49010	CP000438.1	4352944	4353159	-	216	8
PA14_49020	CP000438.1	4353287	4353553	+	267	245
PA14_49030	CP000438.1	4353842	4354873	+	1032	8031
PA14_49040	CP000438.1	4355849	4356442	+	594	1109
PA14_49050	CP000438.1	4356601	4357200	+	600	357
PA14_49060	CP000438.1	4357368	4357865	+	498	290
PA14_49070	CP000438.1	4357867	4359048	-	1182	1903
PA14_49080	CP000438.1	4359137	4360276	-	1140	1499
PA14_49090	CP000438.1	4360378	4361397	-	1020	64
PA14_49100	CP000438.1	4361394	4362023	-	630	40
PA14_49110	CP000438.1	4362225	4363115	+	891	588
PA14_49130	CP000438.1	4363190	4364500	-	1311	85
PA14_49150	CP000438.1	4364836	4365837	+	1002	573
PA14_49160	CP000438.1	4365841	4369203	-	3363	4134
PA14_49170	CP000438.1	4369305	4370651	-	1347	6900
PA14_49180	CP000438.1	4370648	4371325	-	678	12446
PA14_49200	CP000438.1	4371405	4372007	-	603	12162
PA14_49210	CP000438.1	4372229	4372396	+	168	3123
PA14_49220	CP000438.1	4372405	4372896	+	492	4614
PA14_49230	CP000438.1	4372889	4373218	+	330	652
PA14_49250	CP000438.1	4373199	4375703	+	2505	16744
PA14_49260	CP000438.1	4375714	4376205	+	492	1292
PA14_49270	CP000438.1	4376216	4376812	+	597	1980
PA14_49280	CP000438.1	4376844	4378040	-	1197	4108
PA14_49290	CP000438.1	4378497	4379231	+	735	1266
PA14_49300	CP000438.1	4379275	4381332	-	2058	3441
PA14_49310	CP000438.1	4381410	4381730	-	321	1119
PA14_49320	CP000438.1	4382230	4382901	-	672	4910
PA14_49330	CP000438.1	4383077	4383865	+	789	3441
PA14_49340	CP000438.1	4384093	4384821	+	729	808
PA14_49350	CP000438.1	4384822	4385634	-	813	1134
PA14_49360	CP000438.1	4385846	4388455	+	2610	821
PA14_49380	CP000438.1	4388570	4389721	+	1152	3302
PA14_49390	CP000438.1	4389721	4390524	+	804	1348
PA14_49400	CP000438.1	4390542	4390925	+	384	1334
PA14_49410	CP000438.1	4391031	4391240	-	210	8515
PA14_49420	CP000438.1	4391560	4392918	-	1359	1541
PA14_49440	CP000438.1	4393260	4393970	-	711	1276
PA14_49460	CP000438.1	4394703	4397594	+	2892	26195
PA14_49470	CP000438.1	4397858	4399105	+	1248	14219
PA14_49480	CP000438.1	4399221	4401008	+	1788	4789
PA14_49500	CP000438.1	4401791	4402345	+	555	699
PA14_49510	CP000438.1	4402698	4403159	-	462	2058
PA14_49520	CP000438.1	4403159	4405534	-	2376	6842
PA14_49530	CP000438.1	4405954	4406322	+	369	1481
PA14_49540	CP000438.1	4406350	4407129	+	780	2386
PA14_49560	CP000438.1	4407441	4409348	+	1908	381
PA14_49570	CP000438.1	4409608	4411098	+	1491	226
PA14_49580	CP000438.1	4411200	4412381	+	1182	100
PA14_49590	CP000438.1	4412386	4413288	-	903	938
PA14_49610	CP000438.1	4413782	4415116	+	1335	66
PA14_49620	CP000438.1	4415184	4415837	+	654	59
PA14_49630	CP000438.1	4415919	4416635	+	717	931
PA14_49640	CP000438.1	4416801	4417703	+	903	799
PA14_49650	CP000438.1	4417840	4418676	+	837	2414
PA14_49660	CP000438.1	4418774	4419622	-	849	739
PA14_49680	CP000438.1	4419713	4420588	-	876	212
PA14_49690	CP000438.1	4420734	4421720	+	987	1256
PA14_49700	CP000438.1	4421727	4422458	-	732	707
PA14_49710	CP000438.1	4422630	4423505	+	876	2505
PA14_49720	CP000438.1	4423761	4424174	+	414	119
PA14_49730	CP000438.1	4424241	4424591	+	351	224
PA14_49740	CP000438.1	4424601	4425290	-	690	2180
PA14_49750	CP000438.1	4425603	4426871	+	1269	3176
PA14_49760	CP000438.1	4426859	4427836	+	978	3323
PA14_49780	CP000438.1	4427833	4428240	-	408	347
PA14_49790	CP000438.1	4428275	4429186	-	912	605
PA14_49800	CP000438.1	4429321	4430310	+	990	3242
PA14_49810	CP000438.1	4430405	4430992	+	588	715
PA14_49820	CP000438.1	4430999	4431751	-	753	1593
PA14_49840	CP000438.1	4431765	4433261	-	1497	6548
PA14_49850	CP000438.1	4433492	4433812	+	321	1806
PA14_49860	CP000438.1	4433921	4434076	+	156	503
PA14_49870	CP000438.1	4434110	4434649	-	540	2716
PA14_49880	CP000438.1	4434859	4435431	+	573	1620
PA14_49890	CP000438.1	4435431	4436738	+	1308	1559
PA14_49900	CP000438.1	4436710	4437216	+	507	5926
PA14_49910	CP000438.1	4437362	4438045	+	684	1984
PA14_49920	CP000438.1	4438152	4438526	+	375	4198
PA14_49930	CP000438.1	4438536	4439375	-	840	1421
PA14_49940	CP000438.1	4439630	4441954	+	2325	4089
PA14_49960	CP000438.1	4442058	4442393	+	336	554
PA14_49970	CP000438.1	4442396	4444162	-	1767	1774
PA14_49990	CP000438.1	4444633	4444824	+	192	10266
PA14_50000	CP000438.1	4444925	4445146	+	222	2580
PA14_50010	CP000438.1	4445150	4446298	-	1149	3933
PA14_50020	CP000438.1	4446391	4447014	-	624	483
PA14_50030	CP000438.1	4447127	4447837	+	711	1119
PA14_50040	CP000438.1	4447842	4448621	-	780	622
PA14_50050	CP000438.1	4448711	4449868	+	1158	44
PA14_50060	CP000438.1	4449985	4451181	+	1197	1317
PA14_50070	CP000438.1	4451380	4452093	+	714	1118
PA14_50080	CP000438.1	4452098	4452541	-	444	638
PA14_50100	CP000438.1	4452555	4453910	-	1356	3822
PA14_50110	CP000438.1	4453900	4454706	-	807	1855
PA14_50130	CP000438.1	4454708	4455724	-	1017	5716
PA14_50140	CP000438.1	4455730	4457526	-	1797	5118
PA14_50160	CP000438.1	4457549	4457878	-	330	1461
PA14_50180	CP000438.1	4458125	4459546	-	1422	3781
PA14_50200	CP000438.1	4459551	4460759	-	1209	3116
PA14_50220	CP000438.1	4460872	4462344	-	1473	12733
PA14_50240	CP000438.1	4462626	4462922	-	297	8072
PA14_50250	CP000438.1	4462945	4463325	-	381	11558
PA14_50270	CP000438.1	4463447	4464871	-	1425	37435
PA14_50280	CP000438.1	4464957	4465328	-	372	8845
PA14_50290	CP000438.1	4465407	4466873	-	1467	162620
PA14_50300	CP000438.1	4467231	4472315	-	5085	21839
PA14_50310	CP000438.1	4472308	4472970	-	663	1952
PA14_50320	CP000438.1	4472946	4473548	-	603	1589
PA14_50330	CP000438.1	4473553	4474314	-	762	3009
PA14_50340	CP000438.1	4474369	4475688	-	1320	5132
PA14_50360	CP000438.1	4475714	4477765	-	2052	9301
PA14_50380	CP000438.1	4477784	4478986	-	1203	2911
PA14_50410	CP000438.1	4478997	4480106	-	1110	2172
PA14_50420	CP000438.1	4480118	4480813	-	696	2877
PA14_50430	CP000438.1	4480859	4481644	-	786	4572
PA14_50440	CP000438.1	4481691	4482440	-	750	2048
PA14_50450	CP000438.1	4482657	4484045	-	1389	12711
PA14_50460	CP000438.1	4484073	4484786	-	714	2895
PA14_50470	CP000438.1	4484799	4485239	-	441	1548
PA14_50480	CP000438.1	4485245	4485652	-	408	1344
PA14_50500	CP000438.1	4485905	4486267	-	363	12607
PA14_50510	CP000438.1	4486334	4486651	-	318	514
PA14_50520	CP000438.1	4486950	4488071	+	1122	33935
PA14_50530	CP000438.1	4488332	4489255	+	924	3481
PA14_50540	CP000438.1	4489252	4490505	+	1254	6062
PA14_50550	CP000438.1	4490502	4491269	+	768	3541
PA14_50560	CP000438.1	4491272	4491973	+	702	2956
PA14_50570	CP000438.1	4492050	4494344	-	2295	15134
PA14_50590	CP000438.1	4494381	4496291	-	1911	6534
PA14_50600	CP000438.1	4496390	4497304	-	915	497
PA14_50610	CP000438.1	4497338	4498009	+	672	424
PA14_50620	CP000438.1	4498020	4498493	-	474	1567
PA14_50630	CP000438.1	4498513	4499178	+	666	3411
PA14_50640	CP000438.1	4499207	4499458	-	252	783
