,wt_light_mean_rpm,wt_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_37915,1.9248434229709968,3.0430137972537423,-0.6607595039259581,1.146823876338129,cds-ABJ15682.1,PA14_37915,probable major facilitator superfamily (MFS) transporter
gene-PA14_37940,9.783102480915764,11.165938160622362,-0.19074049325733444,0.3856146402095541,cds-ABJ11240.1,cynR,cyn operon transcriptional activator
gene-PA14_37950,3.0472742923591607,3.939068343090692,-0.37033497389858117,1.5998864082165871,cds-ABJ11239.1,cynT,carbonate dehydratase
gene-PA14_37965,11.938396907536246,13.457393859948006,-0.1727899089984153,1.2674421677914114,cds-ABJ15651.1,cynS,cyanate lyase
gene-PA14_37980,1.0878669088226898,1.3946689744287626,-0.35842037848416464,0.2672427273176588,cds-ABJ11238.1,PA14_37980,putative Fe2+-dicitrate sensor%2C membrane component
gene-PA14_37990,0.4242806895476592,1.023410892022982,-1.2702925664065368,1.6741935359467854,cds-ABJ11237.1,PA14_37990,putative sigma-70 factor%2C ECF subfamily
gene-PA14_38000,19.42093824445664,21.560219366325352,-0.150758949129164,0.3454081149391514,cds-ABJ11236.1,PA14_38000,conserved hypothetical protein
gene-PA14_38010,43.99112908566736,48.691210608720645,-0.1464487373281651,0.4446991802232174,cds-ABJ11235.1,PA14_38010,conserved hypothetical protein
gene-PA14_38020,7.5189399777395565,12.370066212415452,-0.718251957026256,1.485631444585756,cds-ABJ11234.1,PA14_38020,putative ntibiotic biosynthesis monooxygenase
gene-PA14_38040,37.07253731481043,59.44299712609251,-0.681155984580524,1.517519249659134,cds-ABJ11233.1,PA14_38040,putative transcriptional regulator%2C AraC family
gene-PA14_38050,12.444069326546915,5.3028533943928995,1.2306174116196191,1.8321130530418528,cds-ABJ11232.1,PA14_38050,conserved hypothetical protein
gene-PA14_38060,30.562265360408148,31.986089218510127,-0.0656931259887359,0.9022998859447632,cds-ABJ11231.1,PA14_38060,conserved hypothetical protein
gene-PA14_38080,134.49457021785102,130.5148957725512,0.0433334573290451,0.1866480413852498,cds-ABJ11230.1,PA14_38080,putative cysteine proteases
gene-PA14_38090,43.34420713271472,38.7798682696203,0.16053128626057356,0.6007100538763231,cds-ABJ11229.1,PA14_38090,putative pseudouridylate synthase
gene-PA14_38110,369.1861144478327,274.20574029277725,0.42908951789591654,2.2250603786635756,cds-ABJ11228.1,ygjU,putative transporter%2C sodium-dicarboxylate symporte
gene-PA14_38130,43.16263953812591,28.84558382755821,0.5814326129117507,1.1712996223703613,cds-ABJ11227.1,ycjJ,putative lysine-specific permease
gene-PA14_38140,234.39353001158779,206.62513171199757,0.1819170074641211,0.9828836999174403,cds-ABJ11226.1,PA14_38140,putative glutamine synthetase
gene-PA14_38160,37.05139108869902,35.57424259102554,0.05869466693233524,0.1090646408182945,cds-ABJ11225.1,azlC,putative branched-chain amino acid transport protein AzlC
gene-PA14_38170,17.708990772983743,14.324187356082016,0.30602868263760374,1.2360710428245956,cds-ABJ11224.1,PA14_38170,putative membrane protein
gene-PA14_38180,35.37023892410418,21.833033094153432,0.6960233722530444,1.5050445389835587,cds-ABJ11223.1,PA14_38180,hypothetical protein
gene-PA14_38190,5.20624504419193,2.7169817167300443,0.9382381043641853,1.9378072278451015,cds-ABJ11222.1,PA14_38190,hypothetical protein
gene-PA14_38200,40.34358749299877,46.26232966244549,-0.19749853479121082,0.795145435712134,cds-ABJ11221.1,ilvG,putative phosphonopyruvate decarboxylase
gene-PA14_38210,4.43304362954994,9.420072901221607,-1.0874404899796317,0.8035155633404261,cds-ABJ11220.1,PA14_38210,putative methylase
gene-PA14_38220,11.769466462816167,22.671375380287575,-0.9458229357159701,0.9885456552217717,cds-ABJ11219.1,PA14_38220,putative siderophore-interacting protein
gene-PA14_38250,28.905678935629783,27.097924951526057,0.09317057526344613,0.3569804757129241,cds-ABJ11218.1,yjiR,putative transcriptional regulator%2C GntR
gene-PA14_38260,33.336265051334344,38.7730602088162,-0.217962124020792,0.41482323397739895,cds-ABJ11217.1,PA14_38260,hypothetical protein
gene-PA14_38270,68.34210457009286,89.23114090622836,-0.38477260558254855,0.897746169929338,cds-ABJ11216.1,PA14_38270,hypothetical protein
gene-PA14_38290,22.624986715263763,25.67579214509702,-0.18249183429584126,0.8174121424503521,cds-ABJ11215.1,PA14_38290,conserved hypothetical protein
gene-PA14_38300,10.254483858108646,8.200673545025518,0.3224405301777968,0.6352301412031978,cds-ABJ11214.1,grp,putative glutamate uptake regulatory protein
gene-PA14_38310,2.009820050638591,2.7706624699559725,-0.46316443451296774,0.5626492861530582,cds-ABJ11213.1,PA14_38310,conserved hypothetical protein
gene-PA14_38320,13.537156530706559,58.47762373475081,-2.110959871727436,3.9362477234202164,cds-ABJ11212.1,yfeH,putative transporter%2C bile acid/Na+ symporter family
gene-PA14_38330,381.64094750835847,414.2344206013938,-0.11823146713234384,1.4658294100003737,cds-ABJ11211.1,gor,glutathione reductase
gene-PA14_38340,28.93511474969731,107.8497751494529,-1.8981298613722897,4.0991062991615586,cds-ABJ11210.1,PA14_38340,putative ring-cleaving dioxygenase
gene-PA14_38350,938.9684521291065,297.9562441687164,1.655976201228016,3.592236384641769,cds-ABJ11209.1,galU,UTP-glucose-1-phosphate uridylyltransferase
gene-PA14_38360,43.42396534444586,11.170610698707875,1.9587833176579097,2.4530066350099764,cds-ABJ11208.1,ugd,putative UDP-glucose 6-dehydrogenas
gene-PA14_38370,14.232142769392794,6.251279947914256,1.1869292413554067,2.1493329931886604,cds-ABJ11207.1,PA14_38370,conserved hypothetical protein
gene-PA14_38380,41.37479663838452,33.16506095682451,0.3190880347214215,1.1560798020017065,cds-ABJ11206.1,amrR,putative transcriptional regulator
gene-PA14_38395,6.669852064846673,7.493896677960119,-0.1680612994652234,0.18792232990756283,cds-ABJ15633.1,PA14_38395,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein precursor
gene-PA14_38410,17.342278209759936,16.303292541849142,0.08913007447206057,0.17285931465874319,cds-ABJ11205.1,amrB,RND multidrug efflux transporter
gene-PA14_38420,16.11294059456783,19.559009009776634,-0.27961345129868986,0.5677266832102417,cds-ABJ11204.1,PA14_38420,conserved hypothetical protein
gene-PA14_38430,143.58711909022344,85.2925834963396,0.7514341223305204,1.738829493130396,cds-ABJ11203.1,gnyR,Regulatory gene of gnyRDBHAL cluster%2C GnyR
gene-PA14_38440,1598.8107892743556,1001.5566636070007,0.6747551684113032,1.6177740350159886,cds-ABJ11202.1,gnyD,Citronelloyl-CoA dehydrogenase%2C GnyD
gene-PA14_38460,767.1131521426038,714.2712039126618,0.10296743659703197,0.32808834319495167,cds-ABJ11201.1,gnyB,acyl-CoA carboxyltransferase beta chain
gene-PA14_38470,280.2572460303348,317.9606221150977,-0.1820964308701481,0.9729616727360728,cds-ABJ11200.1,gnyH,putative enoyl-CoA hydratase
gene-PA14_38480,1137.8115484617122,1172.8134418391749,-0.04371191448327561,0.16547718881605644,cds-ABJ11199.1,gnyA,alpha subunit of geranoyl-CoA carboxylase%2C GnyA
gene-PA14_38490,544.6526108273307,451.0909234433545,0.27191808859155464,1.0220033466312684,cds-ABJ11198.1,gnyL,3-hydroxy-gamma-carboxygeranoyl-CoA lyase%2C GnyL
gene-PA14_38500,87.1088166344294,95.22378158681788,-0.12850317463181946,0.5446042130138505,cds-ABJ11197.1,PA14_38500,putative transcriptional regulator%2C IclR family
gene-PA14_38510,611.2211421075973,822.5107707263018,-0.42834012337795674,1.9202757396254324,cds-ABJ11196.1,hmgA,homogentisate 1%2C2-dioxygenase
gene-PA14_38530,621.6196297868597,810.2824311334947,-0.382392796730783,1.6232343650306718,cds-ABJ11195.1,fahA,fumarylacetoacetase
gene-PA14_38550,342.1587705927121,411.83277665494114,-0.2673927254084217,0.8280655716377452,cds-ABJ11194.1,maiA,maleylacetoacetate isomerase
gene-PA14_38560,39.887918173060015,32.09890509279653,0.3134277322870388,0.31032602163248313,cds-ABJ11193.1,pcaK,putative MFS transporter
gene-PA14_38570,61.67474282098627,55.0833833817474,0.16306261506849373,0.6121571887665516,cds-ABJ11192.1,PA14_38570,putative sigma-54 dependent transcriptional regulator
gene-PA14_38580,36.11131162001241,64.92678152652947,-0.8463628555190703,2.8471575690523476,cds-ABJ11191.1,PA14_38580,putative H+/gluconate symporter
gene-PA14_38590,41.54782280783214,85.15265239416846,-1.0352785720192779,2.984395052018635,cds-ABJ11190.1,bdhA,3-hydroxybutyrate dehydrogenase
gene-PA14_38610,81.63427358648882,70.8164002007659,0.20509147292809016,0.8433776971508123,cds-ABJ11189.1,PA14_38610,putative short-chain fatty acid transporter
gene-PA14_38630,761.3655503213613,858.1809376850997,-0.17269256198322383,1.3029221265244215,cds-ABJ11188.1,atoB,acetyl-CoA acetyltransferase
gene-PA14_38640,390.388666554431,372.79091394332386,0.06654447266404628,0.34525074995587296,cds-ABJ11187.1,scoB,putative CoA transferase%2C subunit B
gene-PA14_38660,482.09490596253426,471.5400250267484,0.031936951341617316,0.13935590969515038,cds-ABJ11186.1,scoA,putative CoA transferase%2C subunit A
gene-PA14_38680,17.996336419772216,23.172314913085675,-0.3646989168207796,0.6393743132971881,cds-ABJ11185.1,PA14_38680,putative transcriptional regulator%2C LysR family
gene-PA14_38690,39.83896314219103,57.41740661184193,-0.5273080582576819,2.4631791936584886,cds-ABJ11184.1,acsA,putative AMP-(fatty) acid ligase
gene-PA14_38700,18.77357413409703,15.624255147208542,0.2649159086011828,1.3607566262434927,cds-ABJ11183.1,ppiC1,peptidyl-prolyl cis-trans isomerase C1
gene-PA14_38710,30.661080806185907,33.375471615451566,-0.1223796662017881,0.9770953307630174,cds-ABJ11182.1,PA14_38710,conserved hypothetical protein
gene-PA14_38720,19.50298952769469,26.558793883847187,-0.44549432587771637,1.7334987436694993,cds-ABJ11181.1,PA14_38720,conserved hypothetical protein
gene-PA14_38730,14.983704588579565,15.79750617361175,-0.07630246311659722,0.12457480121257483,cds-ABJ11180.1,yhhS,putative MFS transporter
gene-PA14_38740,37.399110112670066,31.616465222894636,0.24232785459965678,2.0401462697358004,cds-ABJ11179.1,PA14_38740,putative sensory box histidine kinase/response regulator
gene-PA14_38750,33.29690384440071,28.149571262642805,0.2422750754651454,2.409829726973953,cds-ABJ11178.1,PA14_38750,putative iron-containing alcohol dehydrogenase
gene-PA14_38770,64.6034259282426,41.78675526740193,0.6285649229377854,2.581564232911057,cds-ABJ11177.1,PA14_38770,putative dipeptidyl aminopeptidase
gene-PA14_38780,66.59012012132332,52.11192312892547,0.35369463985767247,3.1351400626073507,cds-ABJ11176.1,pqqE,pyrroloquinoline quinone biosynthesis protein E
gene-PA14_38790,17.596351935198584,15.421283347857496,0.19035351931284472,1.200063014224163,cds-ABJ11175.1,pqqD,pyrroloquinoline quinone biosynthesis protein D
gene-PA14_38800,75.48480106006035,54.01060132583731,0.4829435673544152,3.1701181131284972,cds-ABJ11174.1,pqqC,pyrroloquinoline quinone biosynthesis protein C
gene-PA14_38820,88.12414186704642,73.50951132795971,0.2616063695449503,1.1989775704986991,cds-ABJ11173.1,pqqB,pyrroloquinoline quinone biosynthesis protein B
gene-PA14_38825,34.22844688733834,22.062812137286098,0.6335791189930559,3.283885884919239,cds-ABJ15699.1,pqqA,pyrroloquinoline quinone biosynthesis protein A
gene-PA14_38840,165.67610648978464,144.76460651393535,0.19465663226256208,0.6086968165905592,cds-ABJ11172.1,exaC,NAD+ dependent acetaldehyde dehydrogenase
gene-PA14_38850,1.1260174517336037,0.9954486207811771,0.17781025875182785,0.2788835243320721,cds-ABJ11171.1,exaB,cytochrome c550 precursor
gene-PA14_38860,2.7753628582603445,3.1672338592827707,-0.19054692540791934,0.257925446193452,cds-ABJ11170.1,exaA,PQQ-linked alcohol dehydrogenase
gene-PA14_38880,0.7220516883551712,0.9289042191854545,-0.3634272812041073,0.6572453582061071,cds-ABJ11169.1,PA14_38880,conserved hypothetical protein
gene-PA14_38900,1.0487474872593612,1.3878541717701054,-0.40418829296410524,0.34178113911033703,cds-ABJ11168.1,exaE,putative wo-component response regulator
gene-PA14_38910,0.7613772640207795,0.919549958722457,-0.2723161404255896,0.24171398932773483,cds-ABJ11167.1,exaD,putative sensor kinase
gene-PA14_38920,0.5038745526642792,0.7054065591222543,-0.48538957006837136,0.36088249169513137,cds-ABJ11166.1,PA14_38920,hypothetical protein
gene-PA14_38930,11.625671356302801,10.161434592822339,0.19420991663007553,0.42726608580677977,cds-ABJ11165.1,glpR,putative glycerol regulatory protein
gene-PA14_38950,1.9462853257218014,2.224300348976242,-0.19262829125908168,0.31813667851716315,cds-ABJ11164.1,PA14_38950,putative transmembrane protein
gene-PA14_38970,4.183672722274069,5.0191708430435105,-0.2626789980103301,0.46150208037518026,cds-ABJ11163.1,PA14_38970,putative sensor histidine kinase protein
gene-PA14_38990,2.393858619602249,2.452040728331093,-0.03464497819713181,0.10182011662392473,cds-ABJ11162.1,PA14_38990,conserved hypothetical protein
gene-PA14_39000,0.639509001086002,1.406064159493212,-1.1366246189238955,2.3340677470244375,cds-ABJ11161.1,PA14_39000,conserved hypothetical protein
gene-PA14_39010,40.50119056541676,43.92535229269111,-0.11708953645919974,0.6163956440699326,cds-ABJ11160.1,pqqF,pyrroloquinoline quinone biosynthesis protein F
gene-PA14_39020,0.7036616868080555,1.298942204619517,-0.8843824271606108,0.9460600351886813,cds-ABJ11159.1,PA14_39020,putative membrane protein
gene-PA14_39050,9.428225812080553,8.745610443553671,0.10842721269188364,0.30058817337572574,cds-ABJ11158.1,braZ,branched-chain amino acid transport carrier
gene-PA14_39060,0.42105785773208826,3.9845957814529775,-3.2423398999527677,0.6230000760899315,cds-ABJ11157.1,PA14_39060,putative lipoprotein
gene-PA14_39070,182.73811874702616,103.18359535723864,0.8245639799289072,3.676441140949184,cds-ABJ11156.1,PA14_39070,conserved hypothetical protein
gene-PA14_39080,8.423934045179285,4.42153262818428,0.9299474496945697,2.0585809637265915,cds-ABJ11155.1,PA14_39080,hypothetical protein
gene-PA14_39090,49.50902394932985,64.38522129986991,-0.37903806227538406,0.8942213269738639,cds-ABJ11154.1,PA14_39090,hypothetical protein
gene-PA14_39100,20.022989983204212,22.810942898119162,-0.1880686489966737,0.7902080403621989,cds-ABJ11153.1,PA14_39100,putative 5-carboxymethyl-2-hydroxymuconate isomerase
gene-PA14_39110,38.705026503682404,28.787951824440444,0.42705577484627116,1.5964818764356214,cds-ABJ11152.1,PA14_39110,hypothetical protein
gene-PA14_39130,111.33041933481645,104.4168453639587,0.0924933622078869,0.22380415682874824,cds-ABJ11151.1,ybiT,putative ATP-binding component of ABC transporter
gene-PA14_39140,52.23349643772528,54.01298503327573,-0.04833100132461198,0.13541242757795902,cds-ABJ11150.1,PA14_39140,hypothetical protein
gene-PA14_39150,3.0915153034931606,3.772370507361273,-0.28715714684655597,0.4937903631885258,cds-ABJ11149.1,acpD,putative acyl carrier protein phosphodiesterase
gene-PA14_39160,10.833999755371812,12.662722812296858,-0.22502167210167237,1.1372721062422595,cds-ABJ11148.1,PA14_39160,transcriptional regulator%2C LysR family
gene-PA14_39180,5.95547818567384,9.109776376301992,-0.6131982036134827,2.0141085954616096,cds-ABJ11147.1,PA14_39180,putative membrane protein
gene-PA14_39190,39.05203573206287,26.076797905005026,0.5826310126473285,2.5653083850612473,cds-ABJ11146.1,bacA,bacitracin resistance protein
gene-PA14_39200,21.900333838233667,19.358497109990743,0.17798589919833244,0.9702724771480502,cds-ABJ11145.1,PA14_39200,putative nicotinamide mononucleotide transporter
gene-PA14_39210,8.398361822317902,10.39498666492137,-0.3077080247342712,0.850248414122248,cds-ABJ11144.1,nadR,putative ATPase/kinase
gene-PA14_39220,0.20298807665324214,0.2512523132525794,-0.3077405179496585,0.1195278963846874,cds-ABJ11143.1,PA14_39220,conserved hypothetical protein
gene-PA14_39230,0.021420013444699838,0.0715719536321036,-1.7403874814512252,0.5135727231953103,cds-ABJ11142.1,PA14_39230,conserved hypothetical protein
gene-PA14_39240,1.5443806955885384,2.2332642926402957,-0.5321252789339174,1.1528475278083947,cds-ABJ11141.1,PA14_39240,conserved hypothetical protein
gene-PA14_39250,0.24829676592988992,0.208588887945111,0.25140205350677336,0.32133584608230037,cds-ABJ11140.1,PA14_39250,putative double-glycine peptidase
gene-PA14_39260,0.09969408006175494,0.20120933024710372,-1.0131101148310686,0.33960928977136845,cds-ABJ11139.1,PA14_39260,conserved hypothetical protein
gene-PA14_39270,46.93466066710081,67.7181636785593,-0.5288891137415118,1.5448933550313186,cds-ABJ11138.1,PA14_39270,conserved hypothetical protein
gene-PA14_39280,244.1882070368007,183.87405814938242,0.409275574087408,1.0032920515201222,cds-ABJ11137.1,rbsK,ribokinase
gene-PA14_39300,125.17814684268552,99.27842197669126,0.3344306314083461,1.214519463202306,cds-ABJ11136.1,rbsR,ribose operon repressor RbsR
gene-PA14_39320,104.07436710453896,66.37411471390561,0.6489221585372683,1.6332565949992075,cds-ABJ11135.1,rbsC,ribose ABC transporter%2C permease protein
gene-PA14_39330,181.45685427968078,133.10793500279004,0.4470299731134968,0.9925534591043917,cds-ABJ11134.1,rbsA,ribose ABC transporter%2C ATP-binding protein
gene-PA14_39350,472.5533897607388,379.90490491463635,0.3148389969348789,0.8208724040279537,cds-ABJ11133.1,rbsB,binding protein component precursor of ABC ribose transporter
gene-PA14_39360,9.745507419537374,10.169522562599292,-0.06144273373368185,0.12116706094402341,cds-ABJ11132.1,PA14_39360,putative sigma-54 dependent transcriptional regulator
gene-PA14_39390,125.58847136401334,121.2422537126602,0.05081145988599374,0.22036700839900789,cds-ABJ11131.1,PA14_39390,ribosomal protein S6 modification enzyme
gene-PA14_39410,38.65887053382889,67.26606318327067,-0.7990793213663845,3.00873787209993,cds-ABJ11130.1,PA14_39410,putative acetyltransferase
gene-PA14_39420,1.6941915457832863,10.006214869718894,-2.5622267252940016,0.632580998008847,cds-ABJ11129.1,PA14_39420,hypothetical protein
gene-PA14_39440,150.69957541283148,157.71700935972044,-0.06566290667780962,0.3145303094436754,cds-ABJ11128.1,PA14_39440,hypothetical protein
